prompt,response
"The molecule is a lignan that is dihydrofuran-2(3H)-one (gamma-butyrolactone) substituted by a 3,4-methylenedioxybenzyl group at positions 3 and 4 (the 3R,4R-diastereoisomer). It has a role as a trypanocidal drug. It is a lignan, a gamma-lactone and a member of benzodioxoles.",[O][=C][O][C][C@H1][Branch1][P][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][C@H1][Ring1][#C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1]
"The molecule is a polyazaalkane that is azacyclopentadecane in which the amino proton is replaced by a 3-(3-aminopropylamino)propyl group. It has a role as a marine metabolite and an antineoplastic agent. It is a triamine, a primary amine, a secondary amine, a polyazaalkane and an azacycloalkane. It derives from a bis(3-aminopropyl)amine.",[N][C][C][C][N][C][C][C][N][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][#C]
The molecule is an (omega-1)-hydroxy fatty acid that is pentadecanoic acid in which the 14-pro-R hydrogen is replaced by a hydroxy group. It is an (omega-1)-hydroxy fatty acid and a long-chain fatty acid. It derives from a pentadecanoic acid.,[C][C@@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
The molecule is a C-nitro compound that is cyclohexene substituted at position 1 by a nitro group. It is a C-nitro compound and a carbocyclic compound.,[O][=N+1][Branch1][C][O-1][C][=C][C][C][C][C][Ring1][=Branch1]
"The molecule is a member of the class of tryptamines that is tryptamine in which the the indole ring has been substituted by a hydroxy group at position 4. It is a member of tryptamines, a member of hydroxyindoles and a primary amino compound. It is a conjugate base of a 4-hydroxytryptamine(1+).",[N][C][C][C][=C][NH1][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch2][Ring1][#Branch1]
"The molecule is an aporphine alkaloid that is aporphine which is substituted by hydroxy groups at positions 1 and 11, and by methoxy groups at positions 2 and 10 (the S enantiomer). It has a role as a plant metabolite. It is an aporphine alkaloid, an organic heterotetracyclic compound, a tertiary amino compound, a polyphenol and an aromatic ether.",[C][O][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][C][=C][Branch1][C][O][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][=Branch2][C@H1][Branch1][Ring2][C][Ring1][#C][N][Branch1][C][C][C][C][Ring1][Branch2]
The molecule is the simplest member of the class of isoflavans that is chromane substituted by a phenyl substituent at position 3.,[C][=C][C][=C][Branch1][#C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][C][=C][Ring1][S]
The molecule is a polyprenol diphosphate compound having seven prenyl units with undefined stereochemistry about the double bonds. It has a role as a Saccharomyces cerevisiae metabolite.,[C][C][Branch1][C][C][=C][C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O]
"The molecule is a diterpenoid isolated from Sesquicillium candelabrum and has been shown to act as a blocker of the voltage-gated potassium channel Kv1.3. It has a role as a metabolite and a potassium channel blocker. It is a diterpenoid, an organic heterotricyclic compound, a cyclic ether, a member of 4-pyranones and a ketene acetal.",[C][=C][C][C][C@@H1][C@][Branch1][C][C][Branch1][=C][C][C][C@H1][O][C][=C][C][C@@][Ring1][O][Ring1][=Branch1][C][C@@H1][Ring1][S][C][C][=C][Branch1][Ring1][O][C][O][C][Branch1][C][C][=C][Branch1][C][C][C][Ring1][#Branch2][=O]
The molecule is a chlorocarboxylic acid that is acetic acid carrying a 2-chloro substituent. It has a role as an alkylating agent and a herbicide. It is a chlorocarboxylic acid and a haloacetic acid. It derives from an acetic acid. It is a conjugate acid of a chloroacetate.,[O][=C][Branch1][C][O][C][Cl]
"The molecule is an N-(polyunsaturated fatty acyl)ethanolamine obtained by formal epoxidation across the 11,12-double bond of anandamide. It has a role as a human xenobiotic metabolite. It is a N-(long-chain-acyl)ethanolamine, a N-(polyunsaturated fatty acyl)ethanolamine, an endocannabinoid and an epoxide. It derives from an anandamide and an 11,12-EET.",[C][C][C][C][C][/C][=C][\C][C][O][C][Ring1][Ring1][C][/C][=C][\C][/C][=C][\C][C][C][C][Branch1][C][O][=N][C][C][O]
"The molecule is a glycosyloxyflavone that is isorhamnetin substituted at position 3 by a beta-L-glucosyl residue. It has a role as a metabolite. It is a beta-L-glucoside, a glycosyloxyflavone, a monomethoxyflavone, a monosaccharide derivative and a trihydroxyflavone. It derives from a beta-L-glucose and an isorhamnetin.",[C][O][C][=C][C][Branch2][Ring2][N][C][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][C][=Ring1][=N][O][C@H1][O][C@@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][=C][C][=C][Ring2][Ring1][#C][O]
"The molecule is an amino cyclitol glycoside that is (1R,2S,3S,4S,5S,6R)-2-amino-1,3,4,6-tetrahydroxy-5-(methylamino)cyclohexane in which the hydroxy group at position 1 is glycosylated by a heptapyranosyl residue. It has a role as a bacterial metabolite. It is an amino cyclitol glycoside, an aminoglycoside antibiotic and an aldoheptose derivative.",[C][N][C@H1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][N][C@@H1][Branch2][Ring1][Branch2][O][C@H1][O][C@H1][Branch1][=Branch1][C@H1][Branch1][C][C][N][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][O][N][C@@H1][Ring2][Ring1][=Branch1][O]
"The molecule is a long-chain oxo-fatty acid that is the 22-oxo derivative of docosanoic acid. It is a long-chain fatty acid, an aldehydic acid and an omega-oxo fatty acid. It derives from a docosanoic acid. It is a conjugate acid of a 22-oxodocosanoate.",[O][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
The molecule is an oxo monocarboxylic acid that is (3-oxocyclopentyl)acetic acid substituted by a (2Z)-pent-2-en-1-yl group at position 2 of the cyclopentane ring. It has a role as a member of jasmonates. It is an oxo monocarboxylic acid and a member of cyclopentanones. It is a conjugate acid of a (+)-jasmonic acid anion. It is an enantiomer of a jasmonic acid.,[C][C][/C][=C][\C][C@@H1][C][=Branch1][C][=O][C][C][C@H1][Ring1][=Branch1][C][C][=Branch1][C][=O][O]
"The molecule is a methoxycinnamic acid with three methoxy substituents at the 3-, 4- and 5-positions. It has a role as an allergen. It is a conjugate acid of a 3,4,5-trimethoxycinnamate.",[C][O][C][=C][C][Branch1][Branch2][/C][=C][/C][=Branch1][C][=O][O][=C][C][Branch1][Ring1][O][C][=C][Ring1][=N][O][C]
The molecule is the monocarboxylic acid amide formed from dabigatran by reaction of the carboxy group of its beta-alanine moiety with putrecine. It has a role as a hapten and an immunogen. It derives from a dabigatran and a putrescine.,[C][N][C][Branch2][Ring1][C][C][N][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=N][N][C][=C][Ring1][=Branch2][=N][C][=C][C][Branch2][Ring1][N][C][=Branch1][C][=O][N][Branch1][=N][C][C][C][Branch1][C][O][=N][C][C][C][C][N][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][=Branch2][Ring2][Ring2][#Branch1]
"The molecule is a ribose bisphosphate that is the cyclic-1,2-phosphate derivative of 5-phospho-alpha-D-ribose. It is a conjugate acid of a 5-phosphonato-alpha-D-ribose cyclic-1,2-phosphate(3-).",[O][=P][Branch1][C][O][Branch1][C][O][O][C][C@H1][O][C@@H1][O][P][=Branch1][C][=O][Branch1][C][O][O][C@@H1][Ring1][#Branch1][C@@H1][Ring1][#Branch2][O]
"The molecule is a phosphatidylcholine O-40:4 in which the alkyl and acyl groups specified at positions 1 and 2 are octadecyl and (7Z,10Z,13Z,16Z)-docosatetraenoyl respectively. It is a phosphatidylcholine O-40:4 and a 2-acyl-1-alkyl-sn-glycero-3-phosphocholine. It derives from an all-cis-docosa-7,10,13,16-tetraenoic acid.",[C][C][C][C][C][/C][=C][\C][/C][=C][\C][/C][=C][\C][/C][=C][\C][C][C][C][C][C][=Branch1][C][=O][O][C@H1][Branch2][Ring1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C]
"The molecule is a carbobicyclic compound that is fenchane in which the hydrogens at position 2 are replaced by an oxo group. It is a component of essential oil from fennel (Foeniculum vulgare). It has a role as a plant metabolite. It is a fenchane monoterpenoid, a cyclic terpene ketone and a carbobicyclic compound.",[C][C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][Branch1][C][C][Branch1][C][C][C][Ring1][=Branch2][=O]
"The molecule is a pyridinemonocarboxylic acid that is nicotinic acid which is substituted at position 2 by a 4,5-dihydro-imidazol-2-yl group, which in turn is substituted at positions 4, 4, and 5 by isopropyl, ethyl, and oxo groups, respectively. It is a member of pyridines, a member of imidazolines, an imidazolone and a pyridinemonocarboxylic acid.",[C][C][Branch1][C][C][C][Branch1][C][C][N][C][Branch1][=C][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][=N][C][Ring1][#C][=O]
The molecule is a spermidine hydroxycinnamic acid conjugate in which each nitrogen of spermidine has entered into amide bond formation with a molecule of 4-coumaric acid. It derives from a 4-coumaric acid.,[O][=C][Branch1][=C][/C][=C][/C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][Branch2][Ring1][#Branch1][C][C][C][C][N][=C][Branch1][C][O][/C][=C][/C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][C][C][N][=C][Branch1][C][O][/C][=C][/C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
The molecule is a monocarboxylic acid that is acetic acid carrying a 2-hydroxy-3-nitrophenyl substituent at C-2. It has a role as a hapten. It is a conjugate acid of a (4-hydroxy-3-nitrophenyl)acetate.,[O][=C][Branch1][C][O][C][C][=C][C][=C][Branch1][C][O][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][#Branch2]
The molecule is the conjugate acid of morphine arising from protonation of the tertiary amino group; major species at pH 7.3. It is an ammonium ion derivative and an organic cation. It is a conjugate acid of a morphine.,[C][NH1+1][C][C][C@][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C@H1][Ring1][#Branch2][C@@H1][Branch1][C][O][C][=C][C@H1][Ring1][#C][C@H1][Ring2][Ring1][Ring1][C][Ring1][#C]
"The molecule is a bis(hydroperoxy)icosatetraenoate that is the conjugate base of (5S,15S)-dihydroperoxy-(6E,8Z,11Z,13E)-icosatetraenoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a conjugate base of a (5S,15S)-dihydroperoxy-(6E,8Z,11Z,13E)-icosatetraenoic acid.",[C][C][C][C][C][C@@H1][Branch2][Ring1][#Branch1][/C][=C][/C][=C][\C][/C][=C][\C][=C][\C@H1][Branch1][=Branch2][C][C][C][C][=Branch1][C][=O][O-1][O][O][O][O]
"The molecule is a DiHETE that is (6E,8Z,11Z,13E)-icosatetraenoic acid in which the two hydroxy substituents are placed at the 5S- and 15R-positions. It has a role as a human xenobiotic metabolite. It is a conjugate acid of a 5(S),15(R)-DiHETE(1-).",[C][C][C][C][C][C@@H1][Branch1][C][O][/C][=C][/C][=C][\C][/C][=C][\C][=C][\C@@H1][Branch1][C][O][C][C][C][C][=Branch1][C][=O][O]
"The molecule is a third-generation cephalosporin antibiotic, bearing a 2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino group at the 7beta-position and a [(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl group at the 3-position. It has a role as an antibacterial drug. It is a conjugate acid of a cefmenoxime(1-).",[C][O][/N][=C][Branch2][Ring2][=Branch2][\C][Branch1][C][O][=N][C@@H1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Branch1][O][C][S][C][=N][N][=N][N][Ring1][Branch1][C][C][S][C@H1][Ring2][Ring1][Ring2][Ring1][P][C][=C][S][C][=Branch1][C][=N][NH1][Ring1][=Branch1]
"The molecule is a scalarane sesterterpenoid that is the deoxo derivative of 12-epi-scalarin. It has been isolated from the sponge,Hyattella species. It has a role as an animal metabolite. It is an organic heteropentacyclic compound, a scalarane sesterterpenoid and an acetate ester. It derives from a 12-epi-scalarin.",[C][C][=Branch1][C][=O][O][C@@H1][C][C@@H1][C@@][Branch1][C][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C@@H1][Ring1][=Branch2][C][C][C@@][Ring1][=N][Branch1][C][C][C@@H1][C][C][=C][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][=Branch1][C@@][Ring2][Ring1][#Branch2][Ring1][#Branch2][C]
"The molecule is an N-sulfonylurea in which the sulfur atom is attached to a 4-(methoxycarbonyl)-2-methylthiophen-3-yl group and in which the non-sulfonated nitrogen is substituted by a 3-methoxy-4-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl group. It is a herbicide used for the selective control of grasses and broadleaf weeds primarily in corn. It has a role as an EC 2.2.1.6 (acetolactate synthase) inhibitor, a herbicide and an agrochemical. It is a member of thiophenes, a methyl ester, a member of triazoles, a N-sulfonylurea and an ether. It derives from a thiencarbazone.",[C][O][C][=Branch1][C][=O][C][=C][S][C][Branch1][C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][=C][Branch1][C][O][N][N][=C][Branch1][Ring1][O][C][N][Branch1][C][C][C][Ring1][Branch2][=O]
"The molecule is an oxysterol that is cholesterol which is substituted by hydroxy groups at positions 24S and 26. It has a role as a human metabolite. It is an oxysterol, a 24-hydroxy steroid, a 3beta-sterol, a 26-hydroxy steroid and a 3beta-hydroxy-Delta(5)-steroid. It derives from a cholesterol.",[C][C][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C][C][C@@H1][Branch1][C][C][C@H1][C][C][C@H1][C@@H1][C][C][=C][C][C@@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C][C@][Ring2][Ring1][Ring1][Ring1][S][C]
"The molecule is the L-enantiomer N-carbamoylaspartic acid. It has a role as a metabolite. It is a N-carbamoyl-L-amino acid, a N-carbamoylaspartic acid and a L-aspartic acid derivative. It is a conjugate acid of a N-carbamoyl-L-aspartate(2-).",[N][=C][Branch1][C][O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O]
"The molecule is a cyclohexadienediol in which the two hydroxy groups are ortho and cis to one another, with chlorine atoms on each of the other four ring carbons. It is a cyclohexadienediol and an organochlorine compound. It derives from a 1,2,3,4-tetrachlorobenzene.",[O][C@@H1][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C@@H1][Ring1][#Branch2][O]
"The molecule is an alpha,omega-dicarboxylic acid that is suberic acid which oxo groups replace the hydrogens at positions 3 and 5. It is an abnormal metabolite of the tyrosine metabolic pathway and a marker for type 1 tyrosinaemia. It has a role as a human metabolite. It is an alpha,omega-dicarboxylic acid and a beta-diketone.",[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][C][=Branch1][C][=O][O]
The molecule is a triacyl-sn-glycerol in which the acyl groups at positions 1 and 2 are specified as oleoyl while that at position 3 is specifed as stearoyl. It derives from an oleic acid and an octadecanoic acid.,[C][C][C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C@H1][Branch2][Ring1][Branch2][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C]
"The molecule is an oxylipin, an olefinic compound, a secondary alcohol and a prostaglandins H. It has a role as a mouse metabolite. It is a conjugate acid of a prostaglandin H2(1-).",[C][C][C][C][C][C@H1][Branch1][C][O][/C][=C][/C@@H1][C@@H1][Branch1][N][C][/C][=C][\C][C][C][C][=Branch1][C][=O][O][C@@H1][C][C@H1][Ring1][=C][O][O][Ring1][Branch1]
The molecule is a hydroxy-alkenylglucosinolic acid that consists of 1-thio-beta-D-glucopyranose attached to a 4-hydroxy-6-[(sulfooxy)imino]hex-1-en-6-yl group at the anomeric sulfur. It is a hydroxy-alkenylglucosinolic acid and a secondary alcohol. It derives from a glucobrassicanapin. It is a conjugate acid of a gluconapoleiferin(1-).,[C][=C][C][C][Branch1][C][O][C][/C][=Branch1][O][=N][\O][S][=Branch1][C][=O][=Branch1][C][=O][O][S][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O]
The molecule is a hydracid and a one-carbon compound. It is a conjugate acid of a thiocyanate. It is a tautomer of a thiocyanic acid.,[N][=C][=S]
"The molecule is an ethylenediamine derivative in which three of the four amine protons of ethylenediamine are replaced by carboxymethyl groups. It has a role as a chelator and a bacterial xenobiotic metabolite. It is an ethylenediamine derivative, a polyamino carboxylic acid, a tricarboxylic acid and a glycine derivative. It is a conjugate acid of an ethylenediaminetriacetate(2-).",[O][=C][Branch1][C][O][C][N][C][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O]
"The molecule is a dipeptide resulting from the formal condensation of the carboxy group of L-alpha-aminobutyric acid [(2S)-2-aminobutanoic acid] with the amino group of glycine. It is a dipeptide, a glycine derivative, a secondary carboxamide, a primary amino compound and a carboxylic acid. It derives from a L-alpha-aminobutyric acid. It is a tautomer of a N-[(2S)-2-ammoniobutanoyl]glycinate.",[C][C][C@H1][Branch1][C][N][C][Branch1][C][O][=N][C][C][=Branch1][C][=O][O]
The molecule is a 5-oxo monocarboxylic acid and a 3-hydroxy monocarboxylic acid. It derives from a valeric acid. It is a conjugate acid of a mevaldate.,[C][C][Branch1][C][O][Branch1][Ring2][C][C][=O][C][C][=Branch1][C][=O][O]
"The molecule is a hydroxy fatty acid anion that is the conjugate base of (S,S)-9,10-dihydroxyoctadecanoic acid. It is a hydroxy monocarboxylic acid anion and a hydroxy fatty acid anion. It is a conjugate base of a (S,S)-9,10-dihydroxyoctadecanoic acid.",[C][C][C][C][C][C][C][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][C][C][C][C][C][C][C][=Branch1][C][=O][O-1]
"The molecule is a member of the class of quinolones that is 1,2,3,4-tetrahydroquinoline in which the hydrogens at positions 2 and 4 have been replaced by oxo groups. It is a quinolone, a cyclic ketone, an aromatic ketone and a delta-lactam. It derives from a 1,2,3,4-tetrahydroquinoline.",[O][=C][C][C][Branch1][C][O][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O]
"The molecule is a member of the class of imidazoles substituted at C-1, -2 and -5 with 2-hydroxyethyl, nitro and methyl groups respectively. It has activity against anaerobic bacteria and protozoa, and has a radiosensitising effect on hypoxic tumour cells. It may be given by mouth in tablets, or as the benzoate in an oral suspension. The hydrochloride salt can be used in intravenous infusions. Metronidazole is a prodrug and is selective for anaerobic bacteria due to their ability to intracellularly reduce the nitro group of metronidazole to give nitroso-containing intermediates. These can covalently bind to DNA, disrupting its helical structure, inducing DNA strand breaks and inhibiting bacterial nucleic acid synthesis, ultimately resulting in bacterial cell death. It has a role as an antitrichomonal drug, a prodrug, an antibacterial drug, an antimicrobial agent, an antiparasitic agent, a xenobiotic, an environmental contaminant and a radiosensitizing agent. It is a member of imidazoles, a C-nitro compound and a primary alcohol. It is a conjugate base of a metronidazole(1+).",[C][C][=N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][Ring1][Branch2][C][C][O]
"The molecule is a dihydroxy monocarboxylic acid that is 12-hydroxylauric acid in which the pro-R hydrogen beta to the carboxy group is replaced by a hydroxy group. It is a 3-hydroxy carboxylic acid, an omega-hydroxy fatty acid, a dihydroxy monocarboxylic acid, a medium-chain fatty acid and a (3R)-3-hydroxy fatty acid. It derives from a 12-hydroxylauric acid.",[O][=C][Branch1][C][O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][O]
"The molecule is propanoic acid in which one of the methylene hydrogens is substituted by a 6-chloro-9H-carbazol-2-yl group. A non-steroidal anti-inflammatory drug, it is no longer used in human medicine but is still used for treatment of arthritis in elderly dogs. It has a role as a non-steroidal anti-inflammatory drug, an EC 1.14.99.1 (prostaglandin-endoperoxide synthase) inhibitor and a photosensitizing agent. It is a member of carbazoles and an organochlorine compound.",[C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][NH1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][O]
The molecule is an N-(2-naphthyl)carboxamide obtained by formal condensation of the C-terminal carboxy group of L-glutamylglycyl-L-arginine with the amino group of 2-naphthylamine. It has a role as a chromogenic compound. It is a N-(2-naphthyl)carboxamide and a tripeptide.,[N][=C][Branch1][C][N][N][C][C][C][C@H1][Branch2][Ring1][#Branch1][N][=C][Branch1][C][O][C][N][=C][Branch1][C][O][C@@H1][Branch1][C][N][C][C][C][=Branch1][C][=O][O][C][Branch1][C][O][=N][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]
"The molecule is a member of the class of pyrroles that is 1'H-1,3'-bipyrrole substituted by four chloro groups at positions 4, 4', 5 and 5' and two 2-hydroxybenzoyl moieties at positions 2 and 2'. It is isolated from Streptomyces sp.CNQ-418 and exhibits cytotoxic and antibacterial activities. It has a role as an antimicrobial agent, an antibacterial agent, an antineoplastic agent, a marine metabolite and a bacterial metabolite. It is a member of pyrroles, an organochlorine compound, a member of phenols and an aromatic ketone.",[O][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][NH1][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=Ring1][#Branch1][N][C][Branch1][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][=C][C][Branch1][C][Cl][=C][Ring1][#C][Cl]
"The molecule is a cembrane diterpenoid that is cembra-2E,8-(19),11Z-trien-20,10-olide substituted by hydroxy groups at positions 1, 4 and 7. It has been isolated from the leaves of Croton gratissimus. It has a role as a metabolite. It is a cembrane diterpenoid, a diterpene lactone, a macrocycle and a triol.",[C][=C][C][C@@H1][C][=C][Branch2][Ring1][=C][C][C][C@][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][C][C][/C][=C][/C@@][Branch1][C][C][Branch1][C][O][C][C][C@@H1][Ring2][Ring1][Ring2][O][C][=Branch1][C][=O][O][Ring2][Ring1][=Branch1]
The molecule is a seco retinoid formed by fission of the cyclohexene ring with addition of a hydrogen atom at each terminal group thus created.,[C][C][Branch1][C][C][=C][C][C][/C][Branch1][C][C][=C][/C][=C][/C][Branch1][C][C][=C][/C][=C][/C][Branch1][C][C][=C][/C][=O]
"The molecule is a member of the class of dihydrochalcones that is alpha-hydroxydihydrochalcone substituted by hydroxy groups at positions 4 and 4', a methoxy group at position 2' and a prenyl group at position 5'. Isolated from the roots of Lespedeza floribunda, it acts as a melanin synthesis inhibitor. It has a role as a metabolite and a melanin synthesis inhibitor. It is a member of dihydrochalcones, a member of phenols, a monomethoxybenzene, a secondary alcohol and a secondary alpha-hydroxy ketone.",[C][O][C][=C][C][Branch1][C][O][=C][Branch1][Branch2][C][C][=C][Branch1][C][C][C][C][=C][Ring1][N][C][=Branch1][C][=O][C@@H1][Branch1][C][O][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
"The molecule is a steroid glucuronide anion that is the conjugate base of 5alpha-androstane-3beta,17beta-diol 17-O-(beta-D-glucuronide) arising from deprotonation of the carboxylic acid function; major species at pH 7.3. It is a steroid glucosiduronic acid anion, a beta-D-glucosiduronate and a monocarboxylic acid anion. It is a conjugate base of a 5alpha-androstane-3beta,17beta-diol 17-O-(beta-D-glucuronide).",[C][C@][C][C][C@H1][Branch1][C][O][C][C@@H1][Ring1][#Branch1][C][C][C@@H1][C@@H1][Ring1][O][C][C][C@][Branch1][C][C][C@@H1][Branch2][Ring1][Branch2][O][C@@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][O][O][C][C][C@@H1][Ring2][Ring1][#Branch1][Ring2][Ring1][Ring1]
The molecule is an amino disaccharide consisting of beta-D-galacopyranose and 2-acetamido-2-deoxy-beta-D-galactopyranose residues joined in sequence by a (1->4) glycosidic linkage. It is an amino disaccharide and a member of acetamides. It derives from a N-acetyl-beta-D-galactosamine and a beta-D-galactose.,[C][C][Branch1][C][O][=N][C@@H1][C@@H1][Branch1][C][O][C@@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@@H1][Branch1][Ring1][C][O][O][C@H1][Ring2][Ring1][Branch1][O]
The molecule is an organic cation obtained by protonation of the tertiary amino group of triethanolamine. It has a role as a buffer. It is an ammonium ion derivative and an organic cation. It is a conjugate acid of a triethanolamine.,[O][C][C][NH1+1][Branch1][Ring2][C][C][O][C][C][O]
"The molecule is a class II yanuthone that is 5,6-epoxy-cyclohex-2-en-1-one which is substituted at positions 3, 4, and 6 by methoxy, hydroxy, and trans,trans-farnesyl groups, respectively (the 4S,5R,6R stereoisomer). Isolated from the filamentous fungus Aspergillus niger, it shows antifungal activity towards the pathogenic yeast Candida albicans (IC50 = 51.7 +-4.7 muM). It has a role as an Aspergillus metabolite and an antifungal agent. It is a class II yanuthone, an enol ether and a secondary alcohol. It derives from a (2-trans,6-trans)-farnesol.",[C][O][C][=C][C][=Branch1][C][=O][C@][Branch2][Ring1][=Branch1][C][/C][=C][Branch1][C][\C][C][C][/C][=C][Branch1][C][\C][C][C][C][=C][Branch1][C][C][C][O][C@@H1][Ring2][Ring1][C][C@@H1][Ring2][Ring1][#Branch1][O]
"The molecule is a 3',5'-cyclic purine nucleotide that is 3',5'-cyclic AMP in which the hydrogen at position 2 on the purine fragment is replaced by a dimethylamino group. It is a 3',5'-cyclic purine nucleotide, an adenyl ribonucleotide and a tertiary amino compound. It derives from a 3',5'-cyclic AMP.",[C][N][Branch1][C][C][C][=N][C][Branch1][C][N][=C][N][=C][N][Branch2][Ring1][Branch1][C@@H1][O][C@@H1][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][Ring1][Branch2][C@H1][Ring1][O][O][C][Ring1][P][=N][Ring2][Ring1][=Branch1]
"The molecule is a thujene that has a bicyclo[3.1.0]hex-2-ene skeleton which is substituted at positions 1 and 4 by isopropyl and methyl groups, respectively. It has a role as a plant metabolite. It is a thujene and a polycyclic olefin.",[C][C][C][=C][C][Branch1][=Branch1][C][Branch1][C][C][C][C][C][Ring1][=Branch2][Ring1][=Branch1]
