prompt,response
"The molecule is a monocarboxylic acid that is the 5-hydroxylated metabolite of diclofenac. It has a role as a drug metabolite and an allergen. It is a dichlorobenzene, a monocarboxylic acid, a member of phenols and a secondary amino compound. It derives from a diclofenac.",C1=CC(=C(C(=C1)Cl)NC2=C(C=C(C=C2)O)CC(=O)O)Cl
The molecule is a cyclodepsipeptide isolated from the marine sponge Sidonops microspinosa and has been shown to exhibit anti-HIV-1 activity. It has a role as a metabolite and an anti-HIV-1 agent. It is a cyclodepsipeptide and an organosulfonic acid.,CCC(C)(C)[C@@H](C(=O)N[C@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](CS(=O)(=O)O)C(=O)N[C@H]3[C@H](OC(=O)[C@H](NC(=O)[C@@H]4CCCN4C(=O)[C@H](NC(=O)[C@@H](N(C3=O)C)CCC(=O)N)C(C)C)CC(=O)O)C)NC(=O)[C@@H](C(C)(C)C)NC(=O)[C@@H]5CCCN5C(=O)C(C(C6=CC=C(C=C6)Br)O)NC(=O)[C@@H](C)NC=O
The molecule is a cardenolide glycoside that is the 16-acetate of gitoxin. It is a cardenolide glycoside and an acetate ester. It derives from a gitoxin.,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(C[C@@H]([C@@H]7C8=CC(=O)OC8)OC(=O)C)O)C)C)C)C)O)O
"The molecule is a decasaccharide derivative consisting of two N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-[beta-D-glucosyl-(1->4)]-beta-D-galactose units connected via a beta-(1->4) linkage from the galactose of one unit to the glucose of the other, with a 2-aminoethyl group linked glycosidically to the galactose residue at the reducing end. It is a decasaccharide derivative and a glycoside. It derives from an alpha-Neup5Ac-(2->3)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-[alpha-Neup5Ac-(2->3)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-[beta-D-Glcp-(1->4)]-beta-D-Galp-(1->4)-beta-D-Glcp-(1->4)]-beta-D-Galp.",CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)O[C@@H]4[C@H]([C@@H](O[C@@H]([C@@H]4O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O[C@H]6[C@@H]([C@H]([C@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O[C@H]9[C@@H]([C@H]([C@H]([C@H](O9)CO)O)O[C@@]1(C[C@@H]([C@H]([C@@H](O1)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)NC(=O)C)O)O)O)CO)OCCN)O)CO)CO)O)O
"The molecule is an anthracycline, a member of tetracenequinones, a methyl ester and a tertiary alcohol. It has a role as an antineoplastic agent.",CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O)O
The molecule is an enone that is 3-penten-2-one carrying an additional hydroxy substituent at position 4. It is an enol and an enone.,C/C(=C/C(=O)C)/O
"The molecule is a carbobicyclic compound that is 1,2,3,4,4a,5,6,7-octahydronaphthalene which is substituted at positions 1, 4, and 7 by a propan-2-yl, methyl and methylidene groups, respectively (the 1R,4R,4aS-diastereoisomer). It is a sesquiterpene and a carbobicyclic compound.",C[C@@H]1CC[C@@H](C2=CC(=C)CC[C@@H]12)C(C)C
"The molecule is a retinoid consisting of 3,7-dimethylnona-2,4,6,8-tetraen-1-ol substituted at position 9 by a 2,6,6-trimethylcyclohex-1-en-1-yl group (geometry of the four exocyclic double bonds is not specified). It has a role as a human metabolite. It is a primary alcohol and a retinoid.",CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
"The molecule is a tetrapeptide composed of L-alanine, two L-leucine units, and L-aspartic acid joined in sequence by peptide linkages. It has a role as a metabolite. It derives from a L-alanine, a L-leucine and a L-aspartic acid.",C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)O)N
The molecule is a disaccharide composed of two 2-(acetylamino)-2-deoxy-D-galactopyranose units in (1->3) linkage. It is an amino disaccharide and a galactosamine oligosaccharide.,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1O[C@H]2[C@H]([C@H](OC([C@@H]2NC(=O)C)O)CO)O)CO)O)O
The molecule is an inositol phosphophytoceramide(1-) having a tetracosanoyl group attached to the ceramide nitrogen. Major species at pH 7.3. It is a conjugate base of an Ins-1-P-Cer(t18:0/24:0).,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)[C@@H]([C@H](CCCCCCCCCCCCCC)O)O
"The molecule is an alpha-amino-acid anion that is the conjugate base of alanine, arising from deprotonation of the carboxy group. It has a role as a metabolite. It is a conjugate base of an alanine.",CC(C(=O)[O-])N
The molecule is a cyclic dicarboxylic anhydride that is the cyclic anhydride of maleic acid. It has a role as an allergen. It is a cyclic dicarboxylic anhydride and a member of furans.,C1=CC(=O)OC1=O
"The molecule is a secondary amino compound formally derived from ammonia by replacing two of the hydrogens by 2-(3-carbamoyl-4-hydroxyphenyl)-2-hydroxyethyl and 4-phenylbutan-2-yl groups. It is an adrenergic antagonist used to treat high blood pressure. It has a role as an antihypertensive agent, a sympatholytic agent, an alpha-adrenergic antagonist and a beta-adrenergic antagonist. It is a member of benzamides and a secondary amino compound.",CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
The molecule is a scyllo-inositol phosphate having a monophosphate group at the 4-position as well as the hydroxy group at the 1-position replaced by an amino group. It is a conjugate acid of a 1-ammonio-1-deoxy-scyllo-inositol 4-phosphate(1-).,[C@H]1([C@H](C([C@H]([C@@H](C1N)O)O)OP(=O)(O)O)O)O
"The molecule is an inositol phosphomannosylinositol phosphoceramide compound having an inositol 1-phosphoryl group linked to the mannose residue (at the 6-position) and a tetracosanoyl group amide-linked to a C20 phytosphingosine base, with hydroxylation at C-2 of the C24 very-long-chain fatty acid. It derives from a Man-1-2-Ins-1-P-Cer(t20:0/2-OH-24:0).",CCCCCCCCCCCCCCCCCCCCCCC(C(=O)N[C@@H](COP(=O)(O)O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1OC2[C@H]([C@H]([C@@H]([C@H](O2)COP(=O)(O)OC3[C@@H]([C@H](C([C@H]([C@H]3O)O)O)O)O)O)O)O)O)O)O)O)[C@@H](C(CCCCCCCCCCCCCCCC)O)O)O
"The molecule is a morphinane alkaloid that is 7,8-dihydromorphine 6-O-methyl ether in which positions 6 and 14 are joined by a -CH2CH2- bridge, one of the hydrogens of the N-methyl group is substituted by cyclopropyl, and a hydrogen at position 7 is substituted by a 2-hydroxy-3,3-dimethylbutan-2-yl group. It has a role as an opioid analgesic, a mu-opioid receptor agonist, a kappa-opioid receptor agonist and a delta-opioid receptor antagonist.",C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O
"The molecule is a monocarboxylic acid anion resulting from the deprotonation of the carboxy group of carnosic acid. The major species at pH 7.3. It is an abietane diterpenoid, a carbotricyclic compound and a monocarboxylic acid anion. It is a conjugate base of a carnosic acid.",CC(C)C1=C(C(=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C(=O)[O-])O)O
The molecule is an arylmethylammonium that is the conjugate acid of vanillylamine obtained from the protonation of the primary amino group. Major species at pH 7.3. It is a conjugate acid of a vanillylamine.,COC1=C(C=CC(=C1)C[NH3+])O
The molecule is an organic phosphate that consists of phosphoethanolamine bearing N-amidino and O-methyl substituents. It is a tautomer of a guanidinoethyl methyl phosphate zwitterion.,COP(=O)(O)OCCN=C(N)N
"The molecule is conjugate base of ouabain; major species at pH 7.3. It is a cardenolide glycoside, an 11alpha-hydroxy steroid, a 14beta-hydroxy steroid and a 5beta-hydroxy steroid. It is a conjugate base of an ouabain.",C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=COC(=C6)[O-])O)CO)O)O)O)O
The molecule is the ethyl ester of 1-[(1R)-1-phenylethyl]-1H-imidazole-5-carboxylic acid. It is an intravenous general anaesthetic with no analgesic activity. It has a role as an intravenous anaesthetic and a sedative. It is a member of imidazoles and an ethyl ester. It derives from a 1-[(1R)-1-phenylethyl]-1H-imidazole-5-carboxylic acid.,CCOC(=O)C1=CN=CN1[C@H](C)C2=CC=CC=C2
"The molecule is a meroterpenoid that is (4R)-octa-2,7-dien-4-ol substituted at positions 2 and 6 by methyl and methylidene groups respectively. It has a role as an animal metabolite. It is a meroterpenoid, a secondary alcohol and an olefinic compound.",CC(=C[C@@H](CC(=C)C=C)O)C
"The molecule is a hydrate that is the monohydrate of cilazapril. It is used for the treatment of hypertension and heart failure. It has a role as an antihypertensive agent, an EC 3.4.15.1 (peptidyl-dipeptidase A) inhibitor and a prodrug. It contains a cilazapril.",CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCCN3CCC[C@H](N3C2=O)C(=O)O.O
"The molecule is the hydrochloride salt of (+)-pilocarpine, a medication used to treat increased pressure inside the eye and dry mouth. It contains a (+)-pilocarpine.",CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C.Cl
"The molecule is the L-enantiomer of valine. It has a role as a nutraceutical, a micronutrient, a human metabolite, an algal metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a pyruvate family amino acid, a proteinogenic amino acid, a valine and a L-alpha-amino acid. It is a conjugate base of a L-valinium. It is a conjugate acid of a L-valinate. It is an enantiomer of a D-valine. It is a tautomer of a L-valine zwitterion.",CC(C)[C@@H](C(=O)O)N
"The molecule is a triterpenoid saponin that is (3beta,16alpha)-13,28-epoxyoleanane-3,16-diol attached to a tetrasaccharide residue at position 3 via a glycosidic linkage. Isolated from aerial parts of Lysimachia clethroides, it exhibits antineoplastic activity. It has a role as a plant metabolite and an antineoplastic agent. It is a cyclic ether, a hexacyclic triterpenoid, a tetrasaccharide derivative, a triterpenoid saponin and a secondary alcohol.",C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC[C@@]45[C@]3(C[C@H]([C@@]6([C@H]4CC(CC6)(C)C)CO5)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@H](CO7)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
The molecule is a GDP-D-glucose(2-) having alpha-configuration at the anomeric centre. It is a GDP-D-glucose(2-) and a ribonucleoside 5'-diphosphate-alpha-D-glucose(2-). It is a conjugate base of a GDP-alpha-D-glucose.,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)N=C(NC2=O)N
"The molecule is a 1,2-diacyl-sn-glycero-3-phosphocholine in which the acyl groups specified at positions 1 and 2 are palmitoyl and (11Z,14Z)-eicosadienoyl respectively. It has a role as a mouse metabolite. It is a 1,2-diacyl-sn-glycero-3-phosphocholine and a phosphatidylcholine 36:2. It derives from a hexadecanoic acid and an (11Z,14Z)-icosadienoic acid.",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC
The molecule is a derivative of L-gulonic acid having a keto group at the 3-position. It has a role as an Escherichia coli metabolite. It is a ketoaldonic acid and a hexonic acid. It derives from a L-gulonic acid. It is a conjugate acid of a 3-dehydro-L-gulonate.,C([C@@H]([C@H](C(=O)[C@@H](C(=O)O)O)O)O)O
The molecule is an L-proline derivative that is trans-4-hydroxy-L-proline in which the amino hydrogen has been replaced by a methyl group. It has a role as a plant metabolite and an anti-HIV-1 agent. It is a L-proline derivative and a pyrrolidine alkaloid. It derives from a trans-4-hydroxy-L-proline.,CN1C[C@@H](C[C@H]1C(=O)O)O
"The molecule is a 3beta-hydroxy-4alpha-methylsteroid-4beta-carboxylate resulting from the deprotonation of the carboxy group of 3beta-hydroxy-4alpha-methyl-5alpha-cholesta-8,24-diene-4beta-carboxylic acid. The major species at pH 7.3. It is a conjugate base of a 3beta-hydroxy-4alpha-methyl-5alpha-cholesta-8,24-diene-4beta-carboxylic acid.",C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H]([C@]4(C)C(=O)[O-])O)C)C
The molecule is an L-polyhomomethionine in which there are seven methylene groups between the alpha-carbon and sulfur atoms. It is a L-polyhomomethionine and a pentahomomethionine. It is a tautomer of a L-pentahomomethionine zwitterion.,CSCCCCCCC[C@@H](C(=O)O)N
The molecule is a dichlorobiphenyl that is p-dichlorobenzene in which one of the hydrogens has been replaced by a phenyl group. It is a dichlorobiphenyl and a dichlorobenzene.,C1=CC=C(C=C1)C2=C(C=CC(=C2)Cl)Cl
"The molecule is a cationic sphingoid that is the conjugate acid of 4-hydroxy-15-methylhexadecasphinganine, obtained by protonation of the amino group; major species at pH 7.3. It is a conjugate acid of a 15-methylhexadecaphytosphingosine.",CC(C)CCCCCCCCCC[C@H]([C@H]([C@H](CO)[NH3+])O)O
The molecule is a 1-O-alkyl-sn-glycerol that has octadec-9-en-1-yl as the alkyl group. The S enantiomer of selachyl alcohol. It is a (9Z)-1-O-octadec-9-enyl glycerol and a 1-O-alkyl-sn-glycerol.,CCCCCCCC/C=C\\CCCCCCCCOC[C@H](CO)O
"The molecule is a quercetin O-glycoside that is quercetin attached to a alpha-L-rhamnopyranosyl moiety at position 7 via a glycosidic linkage. It has a role as a metabolite. It is an alpha-L-rhamnoside, a monosaccharide derivative, a tetrahydroxyflavone, a quercetin O-glycoside and a member of flavonols. It derives from an alpha-L-rhamnopyranose.",C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O)C4=CC(=C(C=C4)O)O)O)O)O)O
"The molecule is a steroid alkaloid that is 5alpha-pregnane substituted by a N-methylamino group at position 20 and a beta-N-methylbenzamido group at position 3. Isolated from Sarcococca hookeriana, it exhibits antiplasmodial activity and inhibitory activity against cholinesterase. It has a role as a metabolite, an antiplasmodial drug and an EC 3.1.1.8 (cholinesterase) inhibitor. It is a steroid alkaloid and a member of benzamides. It derives from a hydride of a 5alpha-pregnane.",C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)N(C)C(=O)C5=CC=CC=C5)C)C)NC
The molecule is an orthotellurate ion. It is a conjugate base of an orthotellurate(1-). It is a conjugate acid of an orthotellurate(3-).,O[Te](O)(O)(O)([O-])[O-]
The molecule is an acyl-CoA(4-) oxoanion arising from deprotonation of the phosphate and diphosphate OH groups of Delta(4)-dafachronoyl-CoA; major species at pH 7.3. It is a conjugate base of a Delta(4)-dafachronoyl-CoA.,C[C@H](CCCC(C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[C@H]4CC[C@@H]5[C@@]4(CC[C@H]6[C@H]5CCC7=CC(=O)CC[C@]67C)C
The molecule is alpha-Neup5Ac-(2->8)-alpha-Neup5Ac-(2->8)-Neup5Ac in which the sialyl residue at the reducing end has alpha anomeric configuration. It has a role as an epitope.,CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O[C@@]2(C[C@@H]([C@H]([C@@H](O2)[C@@H]([C@@H](CO)O[C@@]3(C[C@@H]([C@H]([C@@H](O3)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)(C(=O)O)O)O
The molecule is a dipeptide formed from L-leucine and L-phenylalanine residues. It has a role as a metabolite. It derives from a L-leucine and a L-phenylalanine.,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)N
"The molecule is a heterocyclic thia fatty acid comprising pentanoic acid with a 1,2-dithiolan-3-yl group at the 5-position. It has a role as a fundamental metabolite. It is a member of dithiolanes, a heterocyclic fatty acid and a thia fatty acid. It derives from an octanoic acid. It is a conjugate acid of a lipoate.",C1CSSC1CCCCC(=O)O
"The molecule is a quaternary ammonium ion that is (S)-N-methylcanadine in which the hydrogen at position 14 is substituted by a hydroxy group. It has a role as a plant metabolite. It is a quaternary ammonium ion, an organic heteropentacyclic compound, a cyclic acetal, an organic hydroxy compound and an alkaloid. It derives from a (S)-N-methylcanadine.",C[N+]12CCC3=CC4=C(C(=C3[C@@H]1CC5=C(C2)C(=C(C=C5)OC)OC)O)OCO4
"The molecule is a 3alpha-hydroxy steroid, a 7alpha-hydroxy steroid and a 26-hydroxy steroid. It has a role as a bile acid metabolite, a human metabolite and a mouse metabolite. It derives from a hydride of a 5beta-cholestane.",C[C@H](CCCC(C)CO)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
The molecule is the organophosphate oxoanion that is the monoanion formed from biotinyl-5'-AMP by loss of a proton from the phospho group; major microspecies at pH 7.3. It has a role as a Saccharomyces cerevisiae metabolite. It is a conjugate base of a biotinyl-5'-AMP.,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)NC(=O)N2
"The molecule is an androstanoid that is androsta-3,5,8,16-tetraene substituted by chloro groups at positions 1, 12 and 19 and oxo groups at positions 7 and 15 (the 1beta,2alpha stereoisomer). It is isolated from burrowing sponge Cliona nigricans and exhibits cytotoxic efficacy. It has a role as a metabolite and an antineoplastic agent. It is an androstanoid, a 7-oxo steroid, a 15-oxo steroid and a chlorinated steroid.",C[C@]12CCC3=C([C@@H]1C(=O)C=C2)C(=O)C=C4[C@@]3([C@@H]([C@H](C=C4)Cl)Cl)CCl
"The molecule is a monocarboxylic acid that is oxoacetic acid substituted by a (2,6-dimethylphenyl)(1H-pyrazol-1-ylmethyl)amino group at position 2. It is metabolite of the herbicide metazachlor. It has a role as a marine xenobiotic metabolite. It is a member of pyrazoles, a monocarboxylic acid and an aromatic amide.",CC1=C(C(=CC=C1)C)N(CN2C=CC=N2)C(=O)C(=O)O
"The molecule is a 2,3-diacyl-sn-glycerol in which the 2- and 3-acyl groups are both specified as oleoyl. It is a 2,3-diacyl-sn-glycerol and a dioleoylglycerol. It derives from an oleic acid. It is an enantiomer of a 1,2-dioleoyl-sn-glycerol.",CCCCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](CO)OC(=O)CCCCCCC/C=C\\CCCCCCCC
"The molecule is a beta-D-glucoside having hydroxytyrosol as the anomeric substituent. Isolated from Zantedeschia aethiopica and Picrorhiza scrophulariiflora, it exhibits antioxidant activity. It has a role as a metabolite and an antioxidant. It is a beta-D-glucoside and a member of catechols. It derives from a hydroxytyrosol.",C1=CC(=C(C=C1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O
"The molecule is a sulfoglycolipid in which alpha,alpha-trehalose, sulfated at the 2'-position, is acylated at the 2-position with (2E,4S)-2,4-dimethyldocos-2-enoic acid, and at the 3-position with palmitoic acid. It is a sulfoglycolipid and a polyacyl alpha,alpha-trehalose derivative. It derives from an alpha,alpha-trehalose.",CCCCCCCCCCCCCCCCCC[C@H](C)/C=C(\\C)/C(=O)O[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)OS(=O)(=O)O)CO)O)OC(=O)CCCCCCCCCCCCCCC
"The molecule is an amino disaccharide that is an N-acetyl-alpha-D-glucosamine in which the hydroxy group at position 3 has been converted into the corresponding beta-D-glucopyranoside. It is an amino disaccharide, a glycosylglucose derivative, a beta-D-glucoside and a member of acetamides.",CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
The molecule is a thirteen-membered polypeptide comprising the sequence Trp-His-Trp-Leu-Gln-Leu-Lys-Pro-Gly-Gln-Pro-Met-Tyr. Corresponds to the P01149[90-102] fragment of mating factor alpha-1 from Saccharomyces cerevisiae (strain ATCC 204508/S288c). It has a role as a Saccharomyces cerevisiae metabolite.,CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)O)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)[C@H](CC6=CNC=N6)NC(=O)[C@H](CC7=CNC8=CC=CC=C87)N
"The molecule is an oxime O-ether that is the O-methyl oxime of (2-{[6-(2-chlorophenoxy)-5-fluoropyrimidin-4-yl]oxy}phenyl)(5,6-dihydro-1,4,2-dioxazin-3-yl)methanone. A fungicide used for disease control of potatoes and a wide range of vegetables. It has a role as a mitochondrial cytochrome-bc1 complex inhibitor and an antifungal agrochemical. It is an oxime O-ether, an aromatic ether, a member of pyrimidines, a dioxazine, an organofluorine compound, a member of monochlorobenzenes and a strobilurin antifungal agent.",CO/N=C(\\C1=CC=CC=C1OC2=C(C(=NC=N2)OC3=CC=CC=C3Cl)F)/C4=NOCCO4
"The molecule is a monounsaturated fatty acid anion that is the conjugate base of 10-heptadecenoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a monounsaturated fatty acid anion and a long-chain fatty acid anion. It is a conjugate base of a 10-heptadecenoic acid.",CCCCCC/C=C/CCCCCCCCC(=O)[O-]
The molecule is the simplest member of the class of a benzenesulfonic acids that consists of a benzene carrying a single sulfo group. It is a conjugate acid of a benzenesulfonate.,C1=CC=C(C=C1)S(=O)(=O)O
The molecule is an acyclic mixed acid anhydride that results from the formal condensation of the phosphoryl group of AMP with the carboxyl group of 2-amino-3-hydroxy-4-methylbenzoic acid. It has a role as a bacterial metabolite. It is an acyclic mixed acid anhydride and a purine ribonucleoside 5'-monophosphate. It derives from an adenosine 5'-monophosphate and a 3-hydroxy-4-methylanthranilic acid. It is a conjugate acid of a 2-amino-3-hydroxy-4-methylbenzoyl-AMP(1-).,CC1=C(C(=C(C=C1)C(=O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)O)N)O
"The molecule is a polyketide isolated from fungi that is a potent inhibitor of fungal and mammalian squalene synthase. It has a role as an EC 2.5.1.21 (squalene synthase) inhibitor and a fungal metabolite. It is a tricarboxylic acid, an acetate ester, a cyclic ketal, an oxabicycloalkane, a tertiary alcohol and a polyketide.",CC[C@H](C)C[C@H](C)/C=C/C(=O)O[C@@H]1[C@H]([C@]2(O[C@@H]([C@]([C@@]1(O2)C(=O)O)(C(=O)O)O)C(=O)O)CCC(=C)[C@H]([C@H](C)CC3=CC=CC=C3)OC(=O)C)O
"The molecule is an amino trisaccharide comprised of a linear sequence of beta-D-galactose, N-acetyl-beta-D-glucosamine and N-acetyl-alpha-D-galactosamine linked (1->4) and (1->6); beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->6)-D-GalpNAc with alpha anomeric configuration at the reducing-end. It has a role as an epitope. It is an amino trisaccharide, a glucosamine oligosaccharide, a galactosamine oligosaccharide and a beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->6)-D-GalpNAc.",CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)NC(=O)C)O)O
"The molecule is a diastereoisomeric mixture of the two fluoroethyl diastereoisomers of N-(2,6-dimethylindan-1-yl)-6-(1-fluoroethyl)-1,3,5-triazine-2,4-diamine in which the indane moiety has 1R,2S configuration. A cellulose biosynthesis inhibitor, it is used as a pre-emergence herbicide for the control of annual grasses and broad-leaved weeds in citrus, grapes, fruit trees, Christmas tree farms, lawns and sports fields. The two diastereoisomers have very similar biological activity; commercial material is a 95:5 mixture of the (1R,2S,fluoroethyl-R) and (1R,2S,fluoroethyl-S) diastereoisomers. It has a role as a herbicide and a cellulose synthesis inhibitor. It contains a N-[(1R,2S)-2,6-dimethyindan-1-yl]-6-[(1R)-1-fluoroethyl]-1,3,5-triazine-2,4-diamine and a N-[(1R,2S)-2,6-dimethyindan-1-yl]-6-[(1S)-1-fluoroethyl]-1,3,5-triazine-2,4-diamine.",C[C@H]1CC2=C([C@@H]1NC3=NC(=NC(=N3)N)C(C)F)C=C(C=C2)C
"The molecule is a 1-acyl-sn-glycerol that is the S-enantiomer of 2,3-dihydroxypropyl decanoate. It is a 1-acyl-sn-glycerol and a 1-monodecanoylglycerol. It is an enantiomer of a 3-decanoyl-sn-glycerol.",CCCCCCCCCC(=O)OC[C@H](CO)O
"The molecule is a cholestanoid that is (5alpha,25R)-cholest-7-en-26-oic acid substituted at position 3 by an oxo group. It is a cholestanoid, a steroid acid, a 3-oxo Delta(7)-steroid and a monocarboxylic acid. It is a conjugate acid of a (25R)-Delta(7)-dafachronate.",C[C@H](CCC[C@@H](C)C(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CCC(=O)C4)C)C
"The molecule is a hydrate that is the monohydrate of the tosylate salt of edoxaban. Used for the treatment of deep vein thrombosis and pulmonary embolism. It has a role as an anticoagulant, an EC 3.4.21.6 (coagulation factor Xa) inhibitor and a platelet aggregation inhibitor. It contains an edoxaban tosylate.",CC1=CC=C(C=C1)S(=O)(=O)O.CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C.O
The molecule is the alpha-anomer of UDP-alpha-D-glucose. It is used in nucleotide sugars metabolism. It has a role as a fundamental metabolite. It is a conjugate acid of an UDP-alpha-D-glucose(2-).,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
